Heap Sort
1.194e-08
2.204e-08
3.138e-08
4.122e-08
5.164e-08
6.124e-08
7.111e-08
8.154e-08
9.115e-08
1.0133e-07
1.2734e-07
1.2148e-07
1.3153e-07
1.4161e-07
1.5235e-07
1.6154e-07
1.7153e-07
1.8211e-07
1.9233e-07
2.0232e-07
2.1251e-07
2.2256e-07
2.3316e-07
2.4378e-07
3.6714e-07
2.3421e-07
2.4486e-07
2.5338e-07
2.6091e-07
2.6958e-07
2.8104e-07
2.8928e-07
2.9774e-07
3.0575e-07
3.1663e-07
3.2576e-07
3.356e-07
3.4419e-07
3.5422e-07
3.6412e-07
3.7181e-07
3.8216e-07
3.9154e-07
4.017e-07
4.1149e-07
4.2122e-07
4.283e-07
4.3944e-07
4.4872e-07
4.5696e-07
4.6731e-07
4.7622e-07
4.856e-07
4.9631e-07
5.0489e-07
5.1272e-07
5.2256e-07
5.3131e-07
5.4109e-07
5.5124e-07
5.6201e-07
5.6979e-07
5.7993e-07
5.8768e-07
5.986e-07
6.0507e-07
6.1479e-07
6.2584e-07
6.3526e-07
6.4589e-07
6.5517e-07
6.6689e-07
6.2201e-07
6.3171e-07
6.4109e-07
6.33e-07
6.4136e-07
6.5068e-07
6.5819e-07
6.6521e-07
6.7374e-07
6.8234e-07
6.9263e-07
1.22338e-06
7.1074e-07
7.1999e-07
7.2784e-07
7.3687e-07
7.4502e-07
7.5259e-07
7.625e-07
7.6954e-07
7.7924e-07
7.8776e-07
7.9584e-07
8.0537e-07
8.1658e-07
8.2483e-07
8.3394e-07
8.426e-07
