Insert DLL
1.9929e-07
9.029e-08
8.13e-08
7.846e-08
1.0702e-07
8.233e-08
5.931e-08
7.995e-08
8.101e-08
7.742e-08
8.213e-08
5.864e-08
8.016e-08
8.339e-08
8.225e-08
8.049e-08
5.819e-08
1.1407e-07
3.2438e-07
1.9503e-07
1.2041e-07
6.16127e-06
2.8956e-07
7.3546e-07
7.662e-08
7.746e-08
3.3976e-07
1.4151e-07
1.4721e-07
1.0216e-07
1.4954e-07
8.32e-08
5.775e-08
1.0951e-07
1.3431e-07
1.5081e-07
9.484e-08
8.09e-08
2.9638e-07
8.385e-08
1.1279e-07
2.928e-07
1.304e-07
1.8521e-07
6.268e-08
1.3422e-07
1.5187e-07
1.1549e-07
7.934e-08
7.819e-08
5.488e-08
1.1064e-07
9.916e-08
8.66e-08
1.438e-07
9.413e-08
1.7302e-07
1.59e-07
9.44e-08
8.076e-08
1.6262e-07
1.5483e-07
2.7186e-07
5.738e-08
1.4313e-07
1.3955e-07
9.915e-08
9.02e-08
6.884e-08
1.7578e-07
1.9378e-07
1.3594e-07
5.716e-08
1.3435e-07
3.0783e-07
3.5932e-07
9.406e-08
8.479e-08
1.173e-07
1.9627e-07
1.4932e-07
6.169e-08
7.338e-08
1.2411e-07
1.2074e-07
1.3617e-07
1.2456e-07
8.224e-08
7.874e-08
7.135e-08
8.515e-08
2.5598e-07
1.2447e-07
5.749e-08
1.3274e-07
1.6365e-07
1.4256e-07
9.122e-08
1.6411e-07
8.462e-08
Search DLL
1.6826e-07
2.854e-07
3.9731e-07
6.0319e-07
7.3378e-07
9.2835e-07
1.0264e-06
1.14296e-06
1.1723e-06
1.42414e-06
1.71208e-06
1.57446e-06
1.78082e-06
2.00806e-06
2.11965e-06
2.36997e-06
2.52873e-06
4.27428e-06
4.8605e-05
6.04376e-06
7.83655e-06
3.58072e-06
4.27078e-06
3.51166e-06
3.49185e-06
4.26912e-06
4.07565e-06
4.37135e-06
4.16497e-06
4.91878e-06
3.96301e-06
3.83265e-06
5.7198e-06
5.12173e-06
5.50231e-06
5.55001e-06
4.81205e-06
5.87616e-06
1.04309e-05
7.84008e-06
9.32275e-06
7.08327e-06
6.93818e-06
7.6186e-06
9.70967e-06
6.95611e-06
7.2748e-06
6.82132e-06
7.57395e-06
7.07998e-06
7.58146e-06
6.85127e-06
8.42232e-06
9.54943e-06
8.67036e-06
1.05144e-05
1.15183e-05
8.08656e-06
8.4588e-06
9.69789e-06
9.36887e-06
1.07714e-05
1.08251e-05
1.15611e-05
1.14697e-05
8.73597e-06
9.3824e-06
1.311e-05
1.80776e-05
1.18742e-05
1.24426e-05
1.09822e-05
1.17306e-05
1.38658e-05
1.27691e-05
1.10348e-05
1.0434e-05
1.65939e-05
1.74192e-05
1.99715e-05
1.20429e-05
1.2297e-05
1.17846e-05
1.15371e-05
1.68823e-05
1.38086e-05
1.13926e-05
1.24608e-05
1.42285e-05
1.98513e-05
1.81644e-05
1.1632e-05
1.32091e-05
1.56612e-05
2.13089e-05
1.34484e-05
1.28028e-05
1.39397e-05
1.29071e-05
2.20631e-05
